,images,captions
7112,385835044_4aa11f6990,"['<START> فتاه ترتدي ستره بنيه لون و جينز ازرق <END>', '<START> فتاه ترتدي سماعات تمر امام مخروط مرور <END>', '<START> امراه ترتدي سماعات راس تسير في طريق مخروط طريق <END>']"
7623,524036004_6747cf909b,"['<START> صبي في جذوع زرقاء و حمراء مع كره خضراء في يده يقفز الي بركه <END>', '<START> صبي يقفز في ماء مع كره في يده <END>', '<START> صبي يقفز في بركه بينما يحمل كره <END>']"
6579,3624327440_bef4f33f32,"['<START> رجل يرتدي ملابس سوداء يركب موجه زرقاء كبيره <END>', '<START> راكب امواج يركب موجه <END>', '<START> راكب امواج يركب امواج <END>']"
1253,2220175999_081aa9cce8,"['<START> كلبان يخوضان في نهر <END>', '<START> اثنين من كلاب تلعب في ماء <END>', '<START> كلبان يسيران في جسم ماء <END>']"
3698,3015898903_70bebb8903,"['<START> رجل و امراتين في ملابس مظلمه <END>', '<START> رجل يرسم علامات حمراء حول فمه يقف مع امراتين ترتديان اسود <END>', '<START> ثلاثه اشخاص يضعون كثير من ماكياج و يقفون معا <END>']"
1511,2312747482_20a81b2230,"['<START> طفل ذو عيون زرقاء يجلس وسط زهور <END>', '<START> طفل يلعب في حديقه من زهور <END>', '<START> هذا طفل صغير موجود في حديقه فيها زهور في كل مكان <END>']"
6424,359082432_c1fd5aa2d6,"['<START> يقف رجل وكلب علي شجره سقطت علي ارض <END>', '<START> رجل يشاهد كلبه اصفر بحثا عن شيء من فوق شجره ساقطه <END>', '<START> رجل يراقب كلبه يقف علي جذع شجره ميت <END>']"
4381,3182558164_488b819f14,"['<START> لاعب كره سله في هواء علي وشك رمي كره <END>', '<START> لاعب كره سله يقفز مع كره بينما يشاهدهم اثنان اخران <END>', '<START> رجال يلعبون مباراه كره سله <END>']"
5410,3395173129_f0ac0a1ed4,"['<START> رجل علي يسار ينظر الي مراه والرجل <END>', '<START> يقف رجلان و امراه ترتديان ستره امام مبني ابيض وازرق <END>', '<START> ثلاثه اشخاص يرتدون معاطف يقفون امام مبني ازرق <END>']"
2751,2715337869_e4fe36db50,"['<START> فتاه تقفز من طوف <END>', '<START> فتاه تقفز في ماء من طوف <END>', '<START> فتاه تقفز من طوف في بحيره <END>']"
378,1390268323_2c8204e91c,"['<START> طفلين يرتديان ثياب سباحه يركبان عبر سياره <END>', '<START> صبيان يتسلقان علي مقعد في سياره <END>', '<START> اثنين من اولاد يرتدون ملابس داخليه فقط يركبون سياره <END>']"
1922,2448270671_5e0e391a80,"['<START> كلب بني يقفز فوق شجره ساقطه في غابه <END>', '<START> كلب يقفز فوق سجره في غابه <END>', '<START> كلب ذو اذان كبيره يقفز فوق شجره ساقطه <END>']"
5456,340425915_490293058f,"['<START> كلب اسود و بني في ستره برتقاليه يستلقي علي ثلج <END>', '<START> كلب بني و اسود يستلقي علي ثلج مع ستره برتقاليه لون <END>', '<START> كلب يرتدي ستره برتقاليه يستلقي علي ثلج <END>']"
1335,2255685792_f70474c6db,"['<START> يمتثل ثلاثه اشخاص علي زلاجات خلف لافته لا للتزحلق <END>', '<START> ثلاثه اشخاص علي زلاجات يقفون خلف لافته للتزحلق علي جليد <END>', '<START> ثلاثه اشخاص يقفون في ثلج وراء لافته لا للتزحلق <END>']"
1223,2206960564_325ed0c7ae,"['<START> جرو صغير يتجه نحو كاميرا <END>', '<START> جرو يركض علي ارض <END>', '<START> كلب ابيض يركض علي ارضيه بلاط <END>']"
2157,2522540026_6ee8ab4c6a,"['<START> تتحرك سياره سباق علي طريق بينما يشاهد شخصان من بعيد <END>', '<START> تمر سياره سباق فضيه وزرقاء بمتفرجين يقفان علي جانب طريق <END>', '<START> سياره زرقاء وفضيه تدور حول منحني يراقبها اشخاص يقفون في عشب <END>']"
6020,3515358125_9e1d796244,"['<START> كلب بني يطارد كره علي عشب <END>', '<START> كلب يركض نحو كره تنس <END>', '<START> كلب بني كبير يركض وراء كره تنس في حقل <END>']"
7790,61209225_8512e1dad5,"['<START> مجموعه من رجال يطلقون مدفع قديم <END>', '<START> استعداد للمعركه <END>', '<START> اعاده تفعيل مدافع اطلاق نار حربيه <END>']"
3132,2856524322_1d04452a21,"['<START> رجل علي دراجه يقفز من منحدر ترابي مع قدم واحده علي ارض <END>', '<START> يقوم رجل يركب دراجه بخدعه فوق تله ترابيه <END>', '<START> شاب في شورت اسمر وقميص اخضر يسقط من دراجته <END>']"
6550,3616808182_fb4eaec778,"['<START> راكب دراجات يركب دراجات اسفل مسار حاد <END>', '<START> ركوب دراجات علي جبال شديده انحدار <END>', '<START> رجل ذو قناع كامل علي وجهه يركب اسفل تله عشبيه <END>']"
1535,2322593776_e6aaf69e80,"['<START> صبي صغير يقف علي قمه تله ثلجيه <END>', '<START> طفل صغير يرتدي معدات طقس بارد في اعلي تل ثلج <END>', '<START> صبي صغير يلعب في ثلج <END>']"
6974,3710674892_857b8056f7,"['<START> صبي يحمل تفاحه خضراء في فمه <END>', '<START> صبي يرتدي ستره نجاه لديه تفاحه في فمه <END>', '<START> طفل يحمل تفاحه في فمه <END>']"
6055,3520617304_e53d37f0af,"['<START> واحد بحري يقلب اخر الي اسفل <END>', '<START> ينفذ رجل عسكري عمليه قتاليه علي اخري خارج مرفق مسور <END>', '<START> رجلان عسكريان يمارسان مناوره انزال <END>']"
4421,3189941492_a3f4347b1a,"['<START> اربعه اطفال يقفزون علي شاطئ <END>', '<START> تقفز اربع فتيات بجوار بعضهن علي شاطئ رملي <END>', '<START> اربع فتيات يقفن علي رمال في شاطئ <END>']"
6923,3698607223_22fe09763a,"['<START> رجل في ملابس تزلج صيفيه يقف علي ثلج رقيق <END>', '<START> ناس يرتدون ملابس صيف يسقطون اسفل تله ثلجيه <END>', '<START> متزلجون يتنافسون <END>']"
1559,233327292_3bcbc3783f,"['<START> رجل يرتدي بدله رماديه يركع امام امراه في ثوب ابيض <END>', '<START> رجل يضع رباط علي امراه <END>', '<START> رجل يزيل رباط خلال زفاف <END>']"
2818,2744600462_5804577296,"['<START> رتل كبير من راكبي دراجات هوائيه يركبون دراجات علي طريق <END>', '<START> مجموعه من متسابقين طريق دراجات يميلون خلال منحني <END>', '<START> حزمه من راكبي دراجات هوائيه اخذوا منعطفا خلال سباق <END>']"
4925,3291587911_81fc33300e,"['<START> رجل يدرب كلب لمهاجمه ذراعه مبطنه <END>', '<START> رجل يرتدي ملابس واقيه يعضه كلب في ذراعه <END>', '<START> رجل مع عصا و حامي ذراعه يعضه كلب كبير <END>']"
3751,3029715635_43ab414dfb,"['<START> كلب اسود يلعب بعظمه زرقاء في فمه <END>', '<START> كلب اسود يركض مع لعبه زرقاء في فمه <END>', '<START> كلب يلعب بعظمه زرقاء في فمه <END>']"
1452,2291485126_b8d41a63f4,"['<START> متزحلق في هواء امام شجره <END>', '<START> يقفز متزحلق فوق تل ثلجي امام شجره صنوبر <END>', '<START> شخص يقفز من فوق تل اثناء تزلج <END>']"
3538,2968182121_b3b491df85,"['<START> اثنين من كلاب تتسابق عبر مسار <END>', '<START> اثنين من كلاب سلوقيه تتسابق <END>', '<START> اثنين من كلاب سلوقيه تركض حول مسار <END>']"
5391,3388836914_c267cf3a59,"['<START> لاعب تنس باللون ابيض يستعد لضرب كره <END>', '<START> امراه في هواء طلق تلعب تنس <END>', '<START> امراه شابه تلعب تنس <END>']"
5662,3440952969_608eb5e42b,"['<START> رجل يقفز علي سكه حديد علي لوحه <END>', '<START> شخص يركب لوح تزلج يقفز عاليا فوق خطوات ملموسه <END>', '<START> يقوم متزلج بالقفز فوق عامود قبل هبوط <END>']"
7525,50030244_02cd4de372,"['<START> مجموعه من قطط تجلس في عشب <END>', '<START> عده قطط تستريح في حقل من عشب جاف <END>', '<START> قطط تشعر بالكسل في عشب جاف <END>']"
5528,3419916411_72934edcdb,"['<START> كلب يلعب في عشب <END>', '<START> كلب اصفر يركض في حقل بالقرب من جبل <END>', '<START> كلب يركض عبر عشب في شمس <END>']"
7638,527968666_1fcddf81ab,"['<START> كلب اسود فروي كبير مقيد بمقبض ازرق و يخرج من ماء <END>', '<START> كلب اسود مربوط بعقد يمشي في ماء <END>', '<START> كلب اسود رطب يخرج من ماء <END>']"
4414,3188044631_ca3a9cc737,"['<START> رجل و امراه في مئزر يقفان بالقرب من موقد و شجره ميلاد <END>', '<START> يقف رجل و امراه و ايديهما علي ذقونهما بجانب شجره ميلاد <END>', '<START> زوجين شابين يفكران في زينه ميلاد <END>']"
1175,2192802444_b14bb87b95,"['<START> مجموعه من اطفال اغلبهم عراه يلعبون علي جسر فوق بعض ماء <END>', '<START> اطفال يتسلقون ويقفون علي جسر خشبي فوق ماء <END>', '<START> هناك اطفال عراه يلعبون علي جسر خشبي <END>']"
7138,393987665_91d28f0ed0,"['<START> امراه في موقف طعام <END>', '<START> امراه تقوم بالشراء من بائع خارجي <END>', '<START> امراه في معطف احمر تشتري من بائع هواء طلق <END>']"
1507,2310233145_910cb5b4c8,"['<START> يركض طفلان علي جسر فوق بحيره <END>', '<START> طفلان يسيران علي رصيف خشبي فوق ماء <END>', '<START> طفلان يرتديان ثياب برتقاليه يمشيان علي رصيف طويل <END>']"
2905,2773682293_3b712e47ff,"['<START> رجل وصبي يتهيئان لاخذ صوره في درج يطل علي شلال <END>', '<START> اب وطفل اسيويين يقفان امام شلال كبير <END>', '<START> يقف رجل وصبي لالتقاط صوره بالقرب من شلال <END>']"
6047,3518755601_cebf11e515,"['<START> ثلاث فتيات يجلسن علي رمال علي شاطئ ياحذون وضعيه امام كاميرا <END>', '<START> ثلاث سيدات يلعبن في رمال <END>', '<START> ثلاثه اشخاص يجلسون في رمال علي شاطئ <END>']"
7724,544301311_5e7d69a517,"['<START> تجلس نساء في خارج علي درجتين للقراءه و شرب <END>', '<START> فتاتان يجلسان عن طريق مدخل علي درج <END>', '<START> امراتان في ثوب يجلسان في مدخل <END>']"
4518,3211581957_df2f7e2236,"['<START> حصان بني مع فارس علي ظهره يقفز حاجز <END>', '<START> حصان يقفز سياجا في منافسه قفز <END>', '<START> حصان يقفز عقبه مع متسابق علي ظهره <END>']"
3639,2998945968_86f236d1e8,"['<START> يقود راكبو دراجات دراجاتهم اعلي تل <END>', '<START> يحمل ناس دراجاتهم اعلي تل <END>', '<START> عديد من لاعبي دراجات يحملون دراجاتهم فوق تله عشبيه <END>']"
547,1499554025_a8ffe0e479,"['<START> مجموعه من ناس تقف مع ماعز بيضاء <END>', '<START> ناس ذين يرتدون زي ابيض ينظرون الي بعض ماعز بيضاء <END>', '<START> ناس لديهم بعض حيوانات معهم <END>']"
5257,3358380484_b99b48f0c9,"['<START> كلب بني و ابيض يركض <END>', '<START> كلب ابيض و اسود يركض من خلال عشب ميت <END>', '<START> كلب وكره <END>']"
2087,2501595799_6316001e89,"['<START> يقفز صبي صغير الي حوض سباحه للاطفال في هواء طلق <END>', '<START> صبي صغير يقفز في بركه اطفال في فناء منزل <END>', '<START> صبي صغير يرتدي ملابس سباحه حمراء يقفز الي حوض سباحه ازرق <END>']"
4522,3212465975_b657f40eed,"['<START> رجل يقفز عاليا علي لوحه اصفر فوق بلاط خرسانه <END>', '<START> متزلج يقفز مع لوح تزلج <END>', '<START> متزلج يرتدي لون اسود و لوح تزلج اصفر في جو <END>']"
5938,3497234632_6ec740fc1e,"['<START> مجموعه من لاعبي كره سله يقفون في ملعب كره سله <END>', '<START> مجموعه من رجال يلعبون كره سله <END>', '<START> اولاد يلعبون كره سله علي ارضيه خشبيه بالقرب من ابواب زجاجيه واضحه <END>']"
172,1204996216_71d7519d9a,"['<START> صبي ينام علي مقعد طاوله نزهه <END>', '<START> طفل ينام علي مقعد خشبي <END>', '<START> صبي صغير يستلقي علي مقعد طاوله نزهه <END>']"
4084,3112821789_1f7c3bbb99,"['<START> رجل ينفخ في اداه كهربائيه بواسطه ميكروفون <END>', '<START> رجل يشغل اله موسيقيه بجانب طبال <END>', '<START> يقوم رجلان باداء اغنيه علي مسرح <END>']"
4299,316577571_27a0e0253e,"['<START> كلب ابيض و كلب ابيض واسود يركضان علي عشب <END>', '<START> كلب ابيض يطارد كلبا اسود و ابيض <END>', '<START> كلبان يلعبان في حقل <END>']"
1665,2375924666_fee50f1cba,"['<START> كلب اسمر يحمل مضرب و يصوب الي كره <END>', '<START> كلب اسمر امام سياج ابيض مع جسم ازرق و احمر علي شكل خفاش في فمه <END>', '<START> يلعب كلب طويل شعر بمضرب ازرق صغير <END>']"
5065,3325910784_5ecb88310c,"['<START> كلب يقفز فوق جذع شجره <END>', '<START> كلب يقفز من جذع شجره <END>', '<START> كلب صغير باللونين بني والابيض يقفز من جذع شجره <END>']"
4438,3195701071_81879257f5,"['<START> كلب بني يحلق في هواء <END>', '<START> كلب بني يقفز في هواء <END>', '<START> كلب بني يقفز في هواء في ساحه عشبيه <END>']"
2921,278007543_99f5a91a3e,"['<START> كلب بني يركض علي مساند خشبيه علي شاطئ <END>', '<START> كلب يركض علي طول شاطئ <END>', '<START> كلب بني يركض امام ماء والعصي خشبيه <END>']"
4961,3300019891_8f404d94a1,"['<START> يرتدي ناس ملابس فيكتوريه في منطقه مزدحمه في هواء طلق <END>', '<START> بعض ناس في زي قرون وسطي يسيرون في شارع مزدحم <END>', '<START> مشهد شارع من ناس يرتدون ملابس انيقه من عصور قديمه <END>']"
8080,979383193_0a542a059d,"['<START> مجموعه من سته اطفال يجلسون علي طاوله خشبيه <END>', '<START> سته اطفال علي طاوله <END>', '<START> سته اطفال صغار يجلسون في مكتب <END>']"
3049,2832453252_a06f7826a8,"['<START> اربع فتيات صغيرات يلعبن في ماء <END>', '<START> اطفال يلعبون في ماء <END>', '<START> تلعب فتيات صغيرات في ماء <END>']"
3181,2867845624_22e4fe0a23,"['<START> كلب ابيض واسود يقفز ضمن ماء <END>', '<START> كلب ابيض واسود يركض في ماء <END>', '<START> كلب اسود والابيض يمر عبر محيط <END>']"
5812,347186933_880caaf53b,"['<START> امراه تتدلي من شجره ساقها ملفوفه بقطعه قماش <END>', '<START> امراه تتدلي من نسيج ازرق متصل بشجره <END>', '<START> امراه تتدلي علي طرف شجره <END>']"
4310,3168796547_0c14b368f9,"['<START> طفلان يجلسان علي ظهر حيوان <END>', '<START> طفلان يجلسان علي تمثال غزال <END>', '<START> اثنين من اطفال صغار يجلسون علي ظهر تمثال غزال <END>']"
6711,3650111717_346804ec2f,"['<START> كلب صغير رطب يقفز للقبض علي عصا <END>', '<START> كلب رطب يمسك اعشاب بحريه في فمه <END>', '<START> كلب ابيض و بني يلعب في تراب مع لعبه <END>']"
2351,2589156742_c46bc82137,"['<START> رجل اسود يشرب من كوب ورقي <END>', '<START> رجل اسود يرتدي بدله وقبعه بيضاء يحمل كاسا ورقيا <END>', '<START> رجل امريكي من اصل افريقي يحمل صودا <END>']"
1038,2114355355_9d7e2d8178,"['<START> كلب بني يجلس في مقدمه زورق <END>', '<START> كلب يكمن في مقدمه قارب متجه الي ضباب <END>', '<START> كلب ملقي علي بطانيه في نهايه قارب صغير <END>']"
323,1348947380_14f0fc1237,"['<START> رجل و كلب يقفان علي تل يطل علي ماء <END>', '<START> رجل يسير كلبه بالقرب من محيط <END>', '<START> رجل مسن يسير بكلب بني باستخدام مقود احمر <END>']"
7628,524698457_77ba13840a,"['<START> كلب بني يسابق علي مسار ذو عقبات <END>', '<START> كلب يقفز فوق عقبات <END>', '<START> كلب يقفز فوق عارضه <END>']"
7451,483136916_16976f4902,"['<START> كلب ينظر فوق كتفه و هو يقف علي منحدر رملي <END>', '<START> كلب يقف في رمال و عشب <END>', '<START> كلب بالالوان بني و اسود و ابيض يقف علي منحدر رملي <END>']"
6943,3703413486_3c682732a0,"['<START> صبيان ينظران الي نافذه عربه سكن متنقله <END>', '<START> صبيان ينظران من نافذه عربه سكن متنقله بينما يحمل احدهما لعبه محشوه <END>', '<START> اثنين من اولاد صغار يميلون من نافذه عربه سكن متنقله بيضاء مع لعبتهم تي علي شكل ثعبان <END>']"
3704,3016708786_3591106cca,"['<START> مجموعه من شبان يتصارعون مع بعضهم بعض و هم يمارسون لعبه سيف مزيفه <END>', '<START> مراهقون يلعبون بلعبه سيف <END>', '<START> ثلاثه من ناس يلعبون بسكين مزيف <END>']"
3693,3014773357_f66bd09290,"['<START> هناك طائران في ماء احدهما في امام يرفرف بجناحيه <END>', '<START> اثنين من اوز بيضاء علي سطح محيط <END>', '<START> اثنين من بجع ابيض علي ماء <END>']"
6766,3665169936_01ae94c9fd,"['<START> شخص يقوم بخدعه علي دراجه و يبدو عشب والسماء في خلفيه <END>', '<START> شخص علي دراجه <END>', '<START> شخص يقوم بخدعه علي دراجته <END>']"
893,2063277300_f7ff476914,"['<START> ثلاثه اطفال يلعبون و يضحكون علي ارض <END>', '<START> ثلاثه اطفال يلعبون علي ارض <END>', '<START> ثلاثه اطفال يتصارعون علي سجاده زهريه <END>']"
7753,566384456_97da3c7bd6,"['<START> رجل يعطي سمكه لصبي <END>', '<START> رجل يظهر سمكه لطفل <END>', '<START> رجل يرتدي قبعه بيضاء يحمل سمكه لطفل صغير يرتدي ستره نجاه <END>']"
5771,3461677493_5bfb73038e,"['<START> حلاق يقص شعر رجل <END>', '<START> ترتيب جميل من زهور مع رجل قص شعر في خلفيه <END>', '<START> اناء من ورود حمراء مع رجل قص شعر في خلفيه <END>']"
324,1348957576_c4a78eb974,"['<START> رجل و امراه يجلسان علي ارض محاطان بالقوارب <END>', '<START> رجل و امراه يجلسان بالقرب من قوارب صغيره <END>', '<START> رجل و مراه يجلسان بجانب قوارب <END>']"
1215,2204695848_3d1b140212,"['<START> ترتدي فتاه باللون وردي قناع انف مضحك <END>', '<START> فتاه صغيره تبتسم وهي ترتدي انفا زائفه ونظاره <END>', '<START> فتاه شقراء صغيره ترتدي نظارات مضحكه <END>']"
5322,3372214646_cc2ceb182f,"['<START> عديد من كلاب سباق حول مسار <END>', '<START> تتسابق كلاب سلوقيه مسربه علي طول مسار كلب <END>', '<START> تركض كلاب بسرعه علي طريق رملي <END>']"
7218,418796494_bdb441de42,"['<START> جرو كلب الماني يقفز علي سرير <END>', '<START> جرو يلعب علي سرير <END>', '<START> كلب علي سرير <END>']"
4591,3224560800_8fefd52510,"['<START> رجل يرقص مع عصا نار في ليل <END>', '<START> رجل يتلاعب بشيء مشتعل في ظلام <END>', '<START> رجل يدور عصا ملتهبه <END>']"
7359,459814265_d48ba48978,"['<START> كلب كبير اشعث يركض في حقل من نباتات <END>', '<START> كلب يركض في حقل اقحوانات <END>', '<START> يلعب كلب اشعث في حقل من عشب و ازهار صفراء <END>']"
5070,3326249355_e7a7c71f06,"['<START> زوجان يقفان تحت لافته <END>', '<START> زوجان يقفان امام لافته خشبيه فوق احد تلال <END>', '<START> شخصين يقفان في خارج امام قلم خشبي <END>']"
5440,3400082864_9c737c1450,"['<START> لاعب تنس يستعد للكره خلفيه في مباراه تنس <END>', '<START> لاعب تنس في منتصف بديل <END>', '<START> لاعب تنس في وسط لعبه <END>']"
1129,2173061319_1f267765dc,"['<START> صبي ينزلق اسفل تل ثلجي في انبوب <END>', '<START> طفل يضحك بينما كان ينزل اسفل جبل ثلجي <END>', '<START> طفل صغير يسقط من تله ثلجي <END>']"
1662,2374570771_c395fc224a,"['<START> كلب ابيض يمر عبر نهر <END>', '<START> كلب يخرج من بحيره <END>', '<START> كلب يمر عبر ماء <END>']"
2138,2518508760_68d8df7365,"['<START> كلب يشارك في سباق بينما يرتدي رقم <END>', '<START> كلب سباق يضع كمامه علي فمه يركض <END>', '<START> كلب سباق يجري لاول مره <END>']"
5491,3412450683_7da035f2de,"['<START> طائر يهبط في ماء <END>', '<START> طائر كبير له اجنحه منتشره فوق جسم من ماء <END>', '<START> غطس بجع تجاه ماء مع قدمين <END>']"
664,1682079482_9a72fa57fa,"['<START> فتاه صغيره علي ارجوحه <END>', '<START> فتاه صغيره تصرخ من فرح لانها تتارجح علي ارجوحه <END>', '<START> طفله صغيره في ارجوحه تضحك <END>']"
1429,2283966256_70317e1759,"['<START> كلب بني يسير علي صخور بالقرب من نهر <END>', '<START> كلب يمشي علي بعض حصي بجانب نهر <END>', '<START> كلب كبير بني يسير علي طول نهر <END>']"
2897,2768972186_92787cd523,"['<START> كلب كبير يعض كلبا صغيرا من ساق <END>', '<START> كلب يعض ذيل كلب اخر <END>', '<START> كلب كبير بني يشم كلب صغير ابيض خلفه <END>']"
208,1248940539_46d33ed487,"['<START> يلعب ثلاثه اطفال في رمال بالقرب من شاطئ <END>', '<START> ثلاث اطفال يلعبون في رمال علي شاطئ <END>', '<START> ثلاث فتيات يلعبن في رمال <END>']"
5025,3319020762_d429d56a69,"['<START> موجه كبيره ترش صبي في بحر <END>', '<START> موجه تضرب طفلين في محيط <END>', '<START> شخصان في امواج <END>']"
747,1818403842_553a2a392c,"['<START> كلاب سوداء تقفز في بركه الي يد <END>', '<START> اثنين من كلاب سوداء تقفز في بركه <END>', '<START> كلاب سوداء يقفزان الي حوض سباحه ازرق <END>']"
6354,3578068665_87bdacef6a,"['<START> تتسابق سياره بيضاء و سياره صفراء <END>', '<START> سياره صفراء وبيضاء تسيران علي مسار بجانب بعضها بعض بينما يمكن مشاهده متفرج والسيارات في خلفيه <END>', '<START> سباق سيارتين اسفل مسار <END>']"
798,1937262236_cbf5bfa101,"['<START> كلاب تتقاتل علي كره حمراء والورديه <END>', '<START> كلبين يلعبان لعبه شد حبل مع كره <END>', '<START> يصطدم كلابان علي كره زهريه وبرتقاليه من نهايات متقابله <END>']"
88,109671650_f7bbc297fa,"['<START> صبي يرتدي قميص ازرق و شورت اصفر يسير علي حافه منحدر <END>', '<START> طفل صغير يقف وحيدا علي بعض صخور <END>', '<START> يقف طفل بالقرب من حافه صخره عملاقه <END>']"
734,1809758121_96026913bb,"['<START> فتاه تقفز من صخره الي اخري في خور <END>', '<START> فتاه تقفز في هواء اثناء ركض علي ضفه نهر <END>', '<START> فتاه صغيره تقفز من صخره الي اخري في خور <END>']"
6900,3692892751_f6574e2700,"['<START> رجل يقوم بخدعه علي لوح تزلج امام حشد من ناس <END>', '<START> شاب يصدم جمهور بحيله علي لوح تزلج <END>', '<START> يقوم متزلج بالقفز امام حشد من مشاهدين <END>']"
1670,2378149488_648e5deeac,"['<START> صبي صغير يرتدي تاجا ورقيا و هو جالس في عربه بقاله <END>', '<START> صبي مع تاج احمر في عربه تسوق <END>', '<START> طفل يرتدي تاجا ورقيا جالسا في عربه تسوق <END>']"
2753,271637337_0700f307cf,"['<START> كلب في مسابقه يقفز فوق حاجز <END>', '<START> كلب يقفز فوق حاجز <END>', '<START> كلب يقفز فوق حاجز <END>']"
1174,2192475933_d779bf42eb,"['<START> صبي في ملابس بحر علي شاطئ مزدحم <END>', '<START> صبي يرتدي بدله علي شاطئ مزدحم <END>', '<START> صبي يرتدي بدله علي شاطئ <END>']"
1965,2460797929_66446c13db,"['<START> مجموعه من ناس علي متن قارب <END>', '<START> اولاد في سترات نجاه علي سفينه مائيه <END>', '<START> يجلس عديد من شباب في سترات نجاه علي شيء يطفو في ماء <END>']"
5241,3355683198_715fb1a2ac,"['<START> صبي يرتدي قميصا مصبوغا بربطه عنق يركب لوح تزلج اسفل حديدي <END>', '<START> صبي يتزلج علي درابزين <END>', '<START> ينزل متزلج علي درج حديدي <END>']"
1153,2185793891_5a5e903ca6,"['<START> طفل يبكي في ذراعي مراه <END>', '<START> طفل صغير يبكي في ذراعي امه <END>', '<START> امراه تمسك بطفل يبدو و كانه علي وشك بكاء <END>']"
198,1240297429_c36ae0c58f,"['<START> كلب يجري في حقل <END>', '<START> كلب يقفز علي عشب <END>', '<START> كلب ابيض و اسمر يقفز في هواء <END>']"
2627,2679565682_91ecd283ff,"['<START> رجل ذو لحيه ينظر الي كاميرته <END>', '<START> رجل ذو لحيه بيضاء طويله يفحص كاميرا ورجل اخر ذو قميص اسود في خلفيه <END>', '<START> رجل مسن يضبط كاميرته <END>']"
4031,3103231330_db98b14501,"['<START> رجل في ستره زرقاء و قفازات يقف في شارع بين اشخاص اخرين <END>', '<START> رجل يرتدي ستره تزلج بالوان زاهيه يقف مع اخرين في شارع اوروبي <END>', '<START> يسير رجل ذي يرتدي ستره زرقاء في حشد من ناس <END>']"
1097,2149982207_5345633bbf,"['<START> صبي يرتدي ستره نجاه سوداء و زرقاء علي قارب اخضر خشبي ينظر الي مياه <END>', '<START> صبي صغير في ستره نجاه ينظر الي جانب قارب <END>', '<START> صبي صغير يركب في قارب اخضر <END>']"
548,1499581619_a5f65a882c,"['<START> زوجان يرتديان سترات يقبلان بعضهما بعض علي شاطئ <END>', '<START> رجل وامراه يتقاسمان قبله علي شاطئ <END>', '<START> شخصين يقبلان بعضهما بعض علي شاطئ <END>']"
5247,3356494271_6103d0b556,"['<START> رجل و امراه يشاهدان كلبين <END>', '<START> كلب واحد ضخم و كلب صغير علي طريق مع رجل طويل قامه و امراه اقصر <END>', '<START> اثنين من كلاب و اثنين من ناس في غابه <END>']"
5882,3484820303_7be0e914b4,"['<START> صبي علي دراجه و هناك فتاه خلفه بمظله <END>', '<START> زوجان يقفان في خارج مع مظله ودراجه <END>', '<START> رجل يركب دراجه مع امراه تحمل مظله <END>']"
2006,2472250097_a3191a94b3,"['<START> رجل يحمل سناره صيد سمك علي خلفيه سماء زرقاء <END>', '<START> شخص يقف علي تله تحيط بها سماء زرقاء وسحب <END>', '<START> ظل لرجل مع سناره صيد <END>']"
2458,2623496164_68ffeb5067,"['<START> راكب دراجه ناريه حمراء يقود في ريف <END>', '<START> راكب دراجه ناريه علي طريق ترابي <END>', '<START> شخص علي دراجه يرتدي لون احمر <END>']"
1321,2251418114_2b0cd4c139,"['<START> صبي يقف علي جبل صخري <END>', '<START> طفل علي صخور <END>', '<START> صبي صغير يجلس فوق صخره كبيره <END>']"
3333,2904997007_23d4b94101,"['<START> طفل يقفز باتجاه سرير احمر <END>', '<START> صبي صغير يقفز من سريره <END>', '<START> صبي صغير يقفز من سرير بطابقين علي سرير اخر <END>']"
6479,3603116579_4a28a932e2,"['<START> لاعب بيسبول في قميص اسود وبرتقالي ومع قفاز ينقل كره <END>', '<START> يحاول رجل يرتدي زي رياضي لحاق بالبيسبول <END>', '<START> رجل يلعب بيسبول <END>']"
3244,2883099128_0b056eed9e,"['<START> رجل يارجح مضربه لضرب كره تنس <END>', '<START> رجل بلا قميص يلعب تنس <END>', '<START> رجل يلعب تنس <END>']"
4595,3225037367_a71fa86319,"['<START> حشد من ناس في قبعات متماسكه يقفون بالقرب من شاحنه صغيره <END>', '<START> تجمع مجموعه من ناس معا <END>', '<START> تجمع مجموعه من ناس حول شاحنه <END>']"
3827,3047264032_14393ecea8,"['<START> رجل يرتدي قميصا اصفر لون و قناعا ذهبيا علي شكل شمس <END>', '<START> رجل له قميص اصفر و قناع شمس ذهبي علي وجهه <END>', '<START> رجل يرتدي قميصا اصفر و قناع شمس ذهبي <END>']"
5288,3364715316_df8c20bac1,"['<START> شخصان يلعبان علي شاطئ <END>', '<START> تلعب امراتان لعبه كره مضرب علي شاطئ <END>', '<START> تلعب سيدتان في ملابس سباحه علي شاطئ <END>']"
7452,483841513_e660391880,"['<START> فتاه تقوم بالوقوف علي يدين علي ترامبولين <END>', '<START> فتاه تقوم بالوقوف علي يدين <END>', '<START> فتاه صغيره تقوم بالوقوف علي يدين علي ترامبولين <END>']"
2022,2475300106_b8563111ba,"['<START> كلب بني يمر عبر منطقه مشجره <END>', '<START> كلب يمر عبر فناء <END>', '<START> كلب اصفر يجري بجانب ادغال علي طريق في عشب <END>']"
