,0,1
189,3025513877_1a6160070d,"['<START> صبي في قبعه يقف حافي قدمين علي حافه ماء <END>', '<START> شخص يرتدي قبعه حمراء يشاهد امواج متدفقه <END>', '<START> صبي صغير يرش ماء بالقرب من صخور <END>']"
190,3638783842_af08dbb518,"['<START> سيدتان صلعاوتان ترتديان فساتين حمراء <END>', '<START> صلعاوتان ترتديان فساتين حمراء والمجوهرات تضحكان <END>', '<START> صلعاوتان ترتديان ملابس حمراء <END>']"
191,2629295654_59ea1472a1,"['<START> كلب بني يركض علي عشب <END>', '<START> كلب بني يركض عبر عشب <END>', '<START> كلب بني يركض في عشب <END>']"
192,3691670743_0ed111bcf3,"['<START> طفل يقوم بعمل حيل علي لوح تزلج علي جسر <END>', '<START> متزلج محمول جوا فوق جسر <END>', '<START> متزلج يقفز اسفل جسر <END>']"
193,1368338041_6b4077ca98,"['<START> ثلاثه كلاب علي رصيف <END>', '<START> ثلاثه كلاب صغيره تشم شيء <END>', '<START> كلبان ابيضان ينظران الي كلب اسود <END>']"
194,2876848241_63290edfb4,"['<START> شخص يركب دراجه بخاريه خضراء <END>', '<START> دراجه ناريه خضراء تتحرك بسرعه علي مسار ترابي <END>', '<START> متسابق دراجه ناريه يمر فوق عثره <END>']"
195,3150380412_7021e5444a,"['<START> كلب بني يركض في ماء <END>', '<START> كلب بني مبلل يجري في ماء <END>', '<START> كلب ابيض يجري في مياه ضحله <END>']"
196,380034515_4fbdfa6b26,"['<START> كلب فروي يمر عبر مدخل يؤدي الي نباتات <END>', '<START> كلب مشعر جدا يسير في قاعه <END>', '<START> زهور وراء كلب جميله <END>']"
197,2646615552_3aeeb2473b,"['<START> صبي صغير في بركه <END>', '<START> صبي صغير يلعب في حمام سباحه <END>', '<START> صبي صغير ذو شعر اشقر في حوض سباحه <END>']"
198,2862509442_4f5dc96dca,"['<START> مجموعه من ناس يشاهدون سباق سيارات في بدايه ويرون نار من سيارات <END>', '<START> ينظر ناس الي نيران قادمه من سيارات في سباق سيارات <END>', '<START> ينطلق متسابقو سيارات من خط بدايه <END>']"
199,2333584535_1eaf9baf3e,"['<START> يقف مجموعه من كلاب مزلجه في تسخير معا في ثلج <END>', '<START> اربعه كلاب تلعب في ثلج <END>', '<START> عده كلاب مجمعه معا في وضع فصل شتاء <END>']"
200,3382105769_b1a4e4c60d,"['<START> كلب بني يسترد عصا في نهر صخري <END>', '<START> كلب يركض عبر جدول <END>', '<START> كلب يركض بشيء في فمه في مياه ضحله <END>']"
201,284441196_8ebb216d0d,"['<START> كلب يركض علي عشب <END>', '<START> كلب يركض في حقل <END>', '<START> كلب ابيض والبني يمر عبر عشب <END>']"
202,2371809188_b805497cba,"['<START> صبي يتسلق جدار صخور في اماكن مغلقه <END>', '<START> صبي يتسلق جدار صخري <END>', '<START> يتسلق صبي حائط تسلق صخور بينما يقف صبي كبير علي ارض <END>']"
203,3120648767_812c72eabe,"['<START> سائق دراجه ترابيه في صحراء <END>', '<START> رجل يقوم بالقفز في صحراء علي دراجه ناريه <END>', '<START> رجل يركب دراجته موحله عبر هواء في صحراء <END>']"
204,449287870_f17fb825d7,"['<START> تلعب طفله صغيره ترتدي قميصا ورديا في ملعب <END>', '<START> فتاه صغيره باللون وردي والارجواني تقف في ملعب <END>', '<START> تلعب طفله في ملعب <END>']"
205,3242919570_39a05aa2ee,"['<START> كلب يمر عبر ثلج <END>', '<START> كلب ابيض ضعيف يركض عبر ثلج <END>', '<START> كلب ابيض ذو علامات سوداء يركض عبر ثلج <END>']"
206,950411653_20d0335946,"['<START> صبي يقفز في بركه <END>', '<START> امراه ترمي صبي صغير في بركه <END>', '<START> امراه في زرقاء ترمي طفلا صغيرا الي بركه <END>']"
207,3209350613_eb86579ee8,"['<START> رجل يتزلج علي جليد <END>', '<START> يقفز متزلج علي جليد في هواء <END>', '<START> يقوم متزلج علي جليد بحيله <END>']"
208,811662356_f9a632b63c,"['<START> طفل يقف بالقرب من سياج <END>', '<START> طفل صغير يلمس سياج خشبي <END>', '<START> طفل صغير يقف بجانب سياج خشبي <END>']"
209,3027009366_c8362521e8,"['<START> مجموعه من رجال يلعبون كره قدم في ملعب <END>', '<START> لاعب كره قدم في ابيض يتحدي لاعب باللون احمر من اجل حصول علي كره في جو <END>', '<START> فريقان لكره قدم يلعبان احدهما باللون ابيض باللون احمر <END>']"
210,2982928615_06db40f4cd,"['<START> كلب يركض عبر عشب <END>', '<START> كلب ذهبي يركض علي عشب <END>', '<START> كلب اسمر يقفز في حقل عشبي <END>']"
211,3040575300_0e4328d205,"['<START> راكب امواج يركب امواج متلاطمه بينما يتبعه شخص اخر وراءه <END>', '<START> اثنين من راكبي امواج يركبان علي موجه صغيره <END>', '<START> اثنين من راكبي امواج يؤدون حيل علي موجات <END>']"
212,2883324329_24361e2d49,"['<START> رجل يجلس علي رصيف بجانب شجره <END>', '<START> رجل يجلس علي رصيف <END>', '<START> رجل يجلس علي رصيف في حديقه مدينه <END>']"
213,3503544012_1771be9d3a,"['<START> مجموعه من رجال يلعبون هوكي في ملعب <END>', '<START> يتدخل حكم في لعبه هوكي <END>', '<START> اربعه لاعبين هوكي وحكم علي جليد <END>']"
214,524031846_28b11bc0e5,"['<START> صبي يقفز في بركه <END>', '<START> صبي يرش في بركه بذراعيه للقبض علي شيء ما <END>', '<START> صبي يسبح في حمام سباحه <END>']"
215,3343311201_eeb1a39def,"['<START> لوحه فنان علي قماش صغير <END>', '<START> امراه ترتدي وزره واقفه علي لوحه رسم صوره <END>', '<START> فتاه في لوحه زرقاء معطف <END>']"
216,3721082512_8277087f3f,"['<START> رجل يركب دراجه في غابه <END>', '<START> يمر راكب دراجه جبليه بجانب لاشجار <END>', '<START> شخص علي دراجه بالقرب من اشجار <END>']"
217,3286193613_fc046e8016,"['<START> كلب بني كشف عن انيابه <END>', '<START> كلب مقيد فمه مفتوحا <END>', '<START> كلب بني والاسود لديه فمه مفتوح <END>']"
218,3667492609_97f88b373f,"['<START> طفل يغوص في بحيره <END>', '<START> رجل يدخل ماء <END>', '<START> شخص يدخل ماء <END>']"
219,3370085095_6abbb67c1d,"['<START> رجل له لحيه بيضاء ورجل اصلع جزئيا وامراه ذات شعر قصير تاخدون صوره <END>', '<START> يقف ثلاثه اشخاص امام كاميرا <END>', '<START> رجلان ملتحان وامراه <END>']"
220,3351360323_91bb341350,"['<START> رجلان يلعبان غيتار معا <END>', '<START> رجلان في ابيض يلعبان غيتار <END>', '<START> رجلان يرتديان بدلات بيضاء يلعبان غيثارات كهربائيه <END>']"
221,2173677067_9d0732bcc2,"['<START> فتاه صغيره ترقص في حقل عشبي فتاه اخري في خلفيه <END>', '<START> فتاه صغيره تقف علي ساق واحده في عشب مع طفل اخر في خلفيه <END>', '<START> هناك طفلان صغيران يلعبان في فناء <END>']"
222,3534952095_975cca0056,"['<START> سيده تركب دراجه ناريه صغيره <END>', '<START> امراه من اصل افريقي تركب دراجه <END>', '<START> امراه علي دراجه ناريه ترتدي كعب <END>']"
223,2750867389_4b815f793a,"['<START> رجل وصبي وراء عجله قياده سياره <END>', '<START> رجل يقود شاحنه بينما يجلس طفل علي حضنه ويرسم <END>', '<START> رجل يقود سياره مع طفل في حضنه <END>']"
224,2256138896_3e24b0b28d,"['<START> رجل يتسلق صخور <END>', '<START> رجل يتسلق جانب جرف <END>', '<START> متسلق صخور مع خوذه بيضاء <END>']"
225,310728631_155c3bbeea,"['<START> قطيع من طيور تحلق فوق لوحه جداريه صينيه علي مبني <END>', '<START> مجموعه من طيور تطير من شارع مقابل جدار مطلي <END>', '<START> قطيع من حمام يطير امام مبني مع رسم جداري عليه <END>']"
226,3204712107_5a06a81002,"['<START> تاخذ عروس غطاء تحت مظله <END>', '<START> وتوجد زوجه متزوجه حديثا تحت مظله يحملها قس <END>', '<START> يقف زوجان حديثان تحت مظله في مطر <END>']"
227,281754914_bc8119a0ed,"['<START> صبي في بولو اصفر يقف في اعشاب طويله <END>', '<START> صبي صغير يقف بين اعشاب خضراء طويله جدا <END>', '<START> صبي في قميص مقلم يقف بين اعشاب طويله <END>']"
228,3612249030_e2829ffa31,"['<START> صبي يحمل لوح تزلج عبر رمال <END>', '<START> صبي يقف علي شاطئ <END>', '<START> طفل اسود يحمل وساده <END>']"
229,349889354_4b2889a9bd,"['<START> راكب امواج هو في قاعده موجه قريبه من شاطئ <END>', '<START> يركب راكب امواج موجه اثناء تحطمها علي شاطئ <END>', '<START> ياخذ راكب امواج علي موجه عاليه وراء شاطئ صخري <END>']"
230,2596876977_b61ee7ee78,"['<START> طفلان يبتسمان لالتقاط صوره لهما في حمام سباحه <END>', '<START> فتاتان في حمام سباحه <END>', '<START> طفلان مبتسمان في حمام سباحه <END>']"
231,3524975665_7bec41578b,"['<START> امراه في معطف اصفر يقف علي رصيف <END>', '<START> امراه تقف في ستره صفراء وقبعه بنيه لون تقف علي طريق بحيره <END>', '<START> امراه ترتدي قبعه بنيه لون والنظارات شمسيه والجينز والاحذيه بيضاء ومعطف خندق اصفر تقف علي رصيف <END>']"
232,2786299623_a3c48bd318,"['<START> امراه في ثوب سباحه تمشي مع كلبا علي شاطئ <END>', '<START> امراه في بيكيني تسحب كلبا مقودا علي شاطئ <END>', '<START> امراه تقف علي شاطئ مع كلبها مقود <END>']"
233,3298233193_d2a550840d,"['<START> كلب بني يلعب بكره تنس علي شاطئ <END>', '<START> كلب يلعب في امواج بالكره <END>', '<START> كلب يلعب بالكره علي شاطئ <END>']"
234,3356938707_d95ba97430,"['<START> رجل يرتدي نظاره وقميصا مخططا باللون ازرق والاسود ورجل اخر يرتدي ستره بنيه لون <END>', '<START> يقف رجلان في شارع تحيط به مباني <END>', '<START> رجلان يرتديان نظارات يقفان سويه <END>']"
235,3104182973_5bb1c31275,"['<START> مجموعه من ناس بالقرب من شجره عيد ميلاد <END>', '<START> عدد كبير من ناس يقومون بمراقبه متزلجين علي جليد في خارج <END>', '<START> ناس يتزلجون في حلبه في هواء طلق حول شجره عيد ميلاد ضخمه <END>']"
236,299612419_b55fe32fea,"['<START> ثلاثه رجال يجلسون علي صخور ينظرون الي مشهد <END>', '<START> يجلس ثلاثه شبان علي صخره في اعلي جبل <END>', '<START> اثنين من رجال يجلسون علي صخور بينما يقف اخر ينظر بعيدا <END>']"
237,488352274_9a22064cb3,"['<START> هناك كلبان بنيان يعملان علي رمال <END>', '<START> اثنين من كلاب بنيه علي رمال <END>', '<START> اثنين من كلاب بني تركض وتلعب علي شاطئ <END>']"
238,2673564214_3a9598804f,"['<START> يلعب اطفال في خيمه قفز زرقاء والخضراء ممتلئه بالهواء <END>', '<START> يلعب اربعه اطفال في قلعه قابله للنفخ <END>', '<START> كل اطفال صغار يلعبون ويقفزون داخل لعبه قابله للنفخ <END>']"
239,3127142756_bf0bfcb571,"['<START> كلبان اسودان علي ثلج <END>', '<START> كلبان اسودان يقفزان في ثلج <END>', '<START> كلبان يركضان ويلعبان في ثلج <END>']"
240,3348785391_c243faf6bb,"['<START> رجل في ملابس سباحه يمشي علي حبل مشدود <END>', '<START> رجل يسقط من حبل مشدود <END>', '<START> يمارس شباب مشي علي سلك عالي <END>']"
241,3155501473_510f9c9f6b,"['<START> امراه شقراء و يدها علي حلق فتاه شقراء <END>', '<START> هناك امراتان ذواتا شعر اشقر في صوره و واحده منهما تتظاهر بخنق اخري <END>', '<START> امراتان شقراوتان واحده منهما ترتدي نظارات <END>']"
242,1446933195_8fe9725d62,"['<START> جرو اسود عض طرف شجره <END>', '<START> جرو بني يمضغ علي فرع شجره <END>', '<START> كلب جرو يلعب مع فرع <END>']"
243,2912476706_9a0dbd3a67,"['<START> كلب اسمر يتشاجر مع كلب اخر وهما في ثلج <END>', '<START> كلبان يتقاتلان في ثلج <END>', '<START> كلبان ذهبيان يتقاتلان مع بعضهما بعض في ثلج <END>']"
244,3447007090_08d997833a,"['<START> مجموعه من ناس تعبر شارع بالدلاء والاعمده <END>', '<START> تنتظر مجموعه من سبع فتيات واولاد اسيويات عبور شارع <END>', '<START> مجموعه من مراهقين ينتظرون عبور شارع <END>']"
245,2435166927_28b8130660,"['<START> فتاه شابه داكنه شعر بيديها مرفوعه فوق راسها <END>', '<START> فتاه صغيره في قميص رمادي و ترفع يديها فوق راسها <END>', '<START> ترفع فتاه صغيره ذراعيها فوق راسها امام زوجين اخرين في حديقه <END>']"
246,2809793070_1a3387cd6e,"['<START> ثلاث كلاب سوداء علي شاطئ <END>', '<START> ثلاثه كلاب يلعبون علي شاطئ <END>', '<START> تلعب ثلاثه كلاب سوداء كبيره علي شاطئ بالقرب من محيط <END>']"
247,2284239186_c827f4defa,"['<START> كلب يحمل صحيفه الي مطبخ <END>', '<START> كلب يجلب صحيفه لصاحبها في مطبخ <END>', '<START> كلب يجلب صحيفه مالك <END>']"
248,3293751136_b0ce285dc3,"['<START> زوجان يتقاسمان قبله في يوم مشمس بارد <END>', '<START> يقبل زوجين بعضهم بعض علي رصيف في مدينه خلال فصل شتاء <END>', '<START> شخصان في معاطف يقبلان بعضهم بعض علي جانب طريق <END>']"
249,2591455200_2319651f2f,"['<START> فتاه شابه طويله تتسلق نفقا <END>', '<START> فتاه صغيره في نفق <END>', '<START> فتاه جميله تمر عبر انبوب <END>']"
250,2862481071_86c65d46fa,"['<START> تتسابق مركبه صفراء كبيره مع اثنتين اخريين في سباق <END>', '<START> سباق شاحنات في مسار ذو حواجز <END>', '<START> سباق شاحنات <END>']"
251,3162442331_c9711857c6,"['<START> فيل ملفوف باقمشه حمراء وزرقاء وذهبيه يسير علي طريق حجري <END>', '<START> يحمل فيل شيئا في صندوقه ويغطيه نسيج زاهي الوان <END>', '<START> فيل يحمل اقمشه حمراء وزرقاء يحمل عشب في صندوقه <END>']"
252,3117336911_a729f42869,"['<START> اطفال يلعبون في بركه <END>', '<START> سباحين يتحركون في ماء <END>', '<START> اثنين من اطفال يرشون ماء <END>']"
253,805682444_90ed9e1ef3,"['<START> ينظر كلاب ابيض واسود الي كره صفراء في رمال رطبه <END>', '<START> كلبان يتقاتلان علي كره في بركه <END>', '<START> اثنين من كلاب متطابقه تقريبا تحاول اخراج كره من مياه موحله <END>']"
254,299181827_8dc714101b,"['<START> فتاه تستعد لصب دلو من ماء علي رجل يرتدي قميصا ابيض <END>', '<START> فتاه ترمي دلو من ماء علي صبي كبير <END>', '<START> سكبت طفله ماء من دلو علي شخص في قميص ابيض <END>']"
255,2990471798_73c50c76fb,"['<START> صبي يقفز في هواء علي شيء احمر <END>', '<START> طفل يحمل ذراعه ويضحك <END>', '<START> صبي صغير يرتدي سروالا ابيض يقفز من علي اريكه <END>']"
256,2127031632_77505e4218,"['<START> طفل يرتدي ستره حمراء يجلس علي قرص احمر في ثلج <END>', '<START> طفل يجلس علي قرص احمر في ثلج <END>', '<START> طفل صغير ينزف علي تله ثلجيه يرتدي خوذه زرقاء <END>']"
257,3096163135_584901a5ae,"['<START> صبي يرتدي قبعه لاظهار دعم لفريقه في احدي العاب <END>', '<START> طفل يرتدي قبعه حمراء علي شكل يد <END>', '<START> شخص يرتدي قبعه حمراء علي شكل ايادي يجلس في حشد من ناس <END>']"
258,2921112724_5cb85d7413,"['<START> رجل يركب سياره مكونه من ثلاث عجلات <END>', '<START> شخص علي دراجه ثلاثيه عجلات <END>', '<START> شخص ما يركب سياره مكونه من ثلاثه عجلات في ملعب رملي <END>']"
259,2815745115_c8479d560c,"['<START> عامل كرنفال محاط بحيوانات محشوه <END>', '<START> سيده في متجر حيوانات محنطه <END>', '<START> امراه في عرض حيوانات محنطه <END>']"
260,3041689520_c481bdb20e,"['<START> ثلاثه اولاد يلعبون في وحل <END>', '<START> ثلاثه اطفال في مناطق ريفيه يلعبون في مياه موحله <END>', '<START> ثلاثه اطفال عراه يلعبون في مياه موحله <END>']"
261,413737417_b0a8b445e9,"['<START> مجموعه معسكرات في منطقه فارغه <END>', '<START> مجموعه من ناس يخيمون علي بعض صخور <END>', '<START> ناس تحمل معدات تخييم علي ارض صخريه <END>']"
262,3635177305_bfbe1fc348,"['<START> اطفال يبتسمون مع وجوه <END>', '<START> ثلاثه اطفال يرتدون طلاء وجه ويبتسمون <END>', '<START> ثلاثه اطفال لديهم وجوههم مطليه <END>']"
263,3286111436_891ae7dab9,"['<START> لاعب كره سله في كارولينا شماليه يتحرك مع كره في متناول يده <END>', '<START> رجل يرتدي قميص ازرق يلعب كره سله <END>', '<START> لاعب كره سله يحمل كره <END>']"
264,460973814_5eacd1ced4,"['<START> ثلاثه افراد يجلسون علي طاوله ويبتسمون <END>', '<START> يتجمع ثلاثه اشخاص حول طاوله مشروبات <END>', '<START> يتجمع ثلاثه اشخاص حول طاوله وياخذون صورهم <END>']"
265,3384528359_e920154177,"['<START> طائر كبير يهبط علي ماء <END>', '<START> طائر كبير رمادي وابيض يبدا في طيران <END>', '<START> طائر كبير مظلم فوق ماء <END>']"
266,3429194423_98e911a101,"['<START> رجل يقوم بخدعه علي زحافات <END>', '<START> رجل يفعل مع زحافاته وهو يقفز <END>', '<START> متزلج في ستره منقوشه يطير في هواء مقابل سماء زرقاء داكنه <END>']"
267,2971211296_2587c3924d,"['<START> طفل يركض مع كره قدم <END>', '<START> طفل في زي كره قدم يركض علي عشب <END>', '<START> صبي في قميص احمر يركض مع كره قدم <END>']"
268,3474912569_7165dc1d06,"['<START> فتاه تحمل لافته تقول انقاذ بينما يتبعها مجموعه من ناس <END>', '<START> تحمل فتاه ترتدي ربطه راس علامه ورديه علي شارع <END>', '<START> امراه مع ربطه راس تسير علي راس حشد تحمل لافته تقول انقاذ <END>']"
269,2888408966_376c195b3f,"['<START> صبي يفعل خدعه علي لوح تزلج <END>', '<START> متزلج يقفز في شارع <END>', '<START> صبي في سن مراهقه يقوم بعمل خدعه لوح تزلج بينما يركب صبي اخر علي لوح تزلج في خلفيه <END>']"
270,1965278563_8279e408de,"['<START> كلب ينجرف علي بحيره في قارب صغير <END>', '<START> كلب سمين يجلس في قارب <END>', '<START> كلب ذهبي شعر مستلقي في قارب يسافر علي بحيره <END>']"
271,3431194126_ca78f5fde6,"['<START> زوجان يرتديان ملابس براقه يسيران يدا ويد علي رصيف <END>', '<START> يسير شخصان مسنانان علي مجموعه من سلالم ممسكين بايديهما <END>', '<START> شخصان يسيران علي مسار صعود <END>']"
272,2407470303_6fd5e3600d,"['<START> عائله تلعب علي شاطئ مع كلبها <END>', '<START> كلب اشعث يمتد امام ثلاثه اشخاص علي شاطئ <END>', '<START> كلب صغير ابيض واسود يركض علي شاطئ مع عده اشخاص في خلفيه <END>']"
273,3625049113_554d82c2a1,"['<START> رجل يتدحرج علي منحدر <END>', '<START> يقوم متزلج بعمل خدعه علي منحدر <END>', '<START> شاب يقوم بحيل علي منحدر <END>']"
274,468918320_9c275b877f,"['<START> زوجين شابين يقبلان علي مقعد في حديقه <END>', '<START> هناك شاب وامراه يجلسان علي مقعد في خارج وهما يقبلان <END>', '<START> فتاه والفتي تقبيل بينما يجلسان علي مقعد خشبي <END>']"
275,2507182524_7e83c6de82,"['<START> كلب يطارد كره من خلال تراب <END>', '<START> كلب يجري نحو كره للقبض عليها <END>', '<START> كلب ابيض يرتدي طوقا ازرقا يركض علي كره خضراء <END>']"
276,241347214_5f19e7998c,"['<START> لاعبو كره قدم في زي فريق احمر والابيض يقفزون صعودا وهبوطا <END>', '<START> ثلاثه رياضيين يرتدون زي رسمي والخوذات حمراء والبيضاء <END>', '<START> ثلاثه من لاعبي كره قدم يرتدون بلوزات حمراء في ملعب <END>']"
277,1386251841_5f384a0fea,"['<START> امراه تنظر الي ملابس علي عارضات <END>', '<START> امراه تنظر الي بعض عارضات في نافذه عرض <END>', '<START> امراه تنظر الي فساتين في نافذه متجر لبيع ملابس <END>']"
278,3715559023_70c41b31c7,"['<START> شخص يجلس علي صخره علي حافه شلال كبير <END>', '<START> شخص يجلس علي صخره <END>', '<START> امراه تجلس علي صخره بجوار شلال كبير <END>']"
279,3643087589_627a0a9e01,"['<START> كلب اصفر كبير وكلب ابيض صغير في عشب <END>', '<START> كلب ابيض صغير وكلب بني كبير يلعبان علي عشب <END>', '<START> كلبان يلعبان في فناء <END>']"
280,2705947033_5999147842,"['<START> ثلاثه اولاد يلعبون ببنادق لعب <END>', '<START> ثلاثه اطفال يطلقون نار في غابه <END>', '<START> ثلاثه اطفال يلعبون في هيكل خشبي خارجا <END>']"
281,241347635_e691395c2f,"['<START> رجل في نظارات شمسيه والقميص ازرق والسراويل بيج يمشي عبر حقل رياضي <END>', '<START> رجل يسير علي طول حقل <END>', '<START> رجل ذو سراويل بيضاء و قميص نايكي ازرق لديه صافره حول رقبته <END>']"
282,2560278143_aa5110aa37,"['<START> كلب يلعب في عشب <END>', '<START> كلب يسير علي تله عشبيه <END>', '<START> كلب اسود وبني يسير علي تراب والاعشاب <END>']"
283,3107368071_724613fc4f,"['<START> حشد من اطفال وبعضهم يرتدون ازياء خضراء <END>', '<START> يشير حشد من اطفال نحو كائن علي يمين اطار <END>', '<START> مجموعه من اطفال تشير الي شيء غير مرئي <END>']"
284,3368207495_1e2dbd6d3f,"['<START> كلب يقفز في هواء بالتوازي مع كره تنس <END>', '<START> كلب يقفز في هواء بينما يطارد كره تنس <END>', '<START> كلابتين تطاردان كره <END>']"
285,3725814794_30db172f67,"['<START> رجلان يتنافسان في بطوله كاراتيه <END>', '<START> شخصان يرتديان ملابس كاراتيه و يقاتلان <END>', '<START> شخصان في ابيض مع احزمه سوداء يواجهان مباراه كاراتيه <END>']"
286,746787916_ceb103069f,"['<START> كلب صغير يمر من خلال مسار عقبه <END>', '<START> كلب ابيض صغير يمتد <END>', '<START> كلب صغير يمر من خلال مسار عقبه <END>']"
287,2584487952_f70e5aa9bf,"['<START> كلب بني يقفز عاليا في عشب <END>', '<START> كلب بني يقفز عاليا علي حقل من عشب <END>', '<START> كلب بني يقفز في عشب <END>']"
288,3211453055_05cbfe37cd,"['<START> رجل وامراه في مصعد تزلج <END>', '<START> شخصان يركبان عفي مصعد تزلج <END>', '<START> اثنين من متزلجين يستعدون للقفز من مصعد تزلج <END>']"
289,1012212859_01547e3f17,"['<START> كلب يهز راسه بالقرب من شاطئ كره حمراء بجانبه <END>', '<START> كلب ابيض يهتز علي حافه شاطئ مع كره برتقاليه <END>', '<START> كلب ابيض يلعب مع كره حمراء علي شاطئ بالقرب من ماء <END>']"
290,3406116788_c8f62e32d1,"['<START> رجل ذو لون ازرق يجلس علي حائط باكياس <END>', '<START> رجل يجلس علي مقعد مع بعض حقائب <END>', '<START> رجل يجلس بالخارج باكياس وكاميرا <END>']"
291,3583704941_611353857e,"['<START> امراه علي حصان <END>', '<START> فتاه مع خوذه تركب خيل بني <END>', '<START> راكب حصان بني يرتدي قميصا ازرق <END>']"
292,3259229498_2b5708c0c6,"['<START> شخص يقف علي خشبه مسرح امام حشد جالس <END>', '<START> يجلس ناس في خارج لرؤيه شخص ما علي خشبه مسرح <END>', '<START> يراقب ناس عرضا تقديميا خارجيا <END>']"
293,506808265_fe84ada926,"['<START> تقف سيده ذات شعر احمر امام طاوله تعديل مع شخص اخر خلفها وهو يمسك بايديها <END>', '<START> تقف امراه في منتصف عمر بجانب سطح دي جي في منزل <END>', '<START> تتصرف سيده شعر احمر مثل <END>']"
294,652542470_60e858da64,"['<START> فتاه تستعد نفسها للسباحه يجتمع <END>', '<START> طفل يجلس يرتدي معدات سباحه <END>', '<START> فتاه صغيره في ملابس سباحه تنافسيه <END>']"
295,2551632823_0cb7dd779b,"['<START> رجل ياكل تفاحه ويجلس في مكان عام <END>', '<START> رجل يجلس في مكان عام ياكل تفاحه <END>', '<START> رجل يجلس علي مقعد وياكل تفاحه <END>']"
296,2780105274_52360c4cca,"['<START> امراه في شورت بني وقميص مخطط اخضر تقف مع حقيبه صغيره علي ظهرها <END>', '<START> امراه ترتدي قميصا اخضر مخططا وتنوره بنيه لون <END>', '<START> مراه في قميص مخطط اخضر وحقيبه ظهر لديها وشم علي ظهرها <END>']"
297,459284240_5a4167bf92,"['<START> يسير عده اشخاص بمن فيهم طفل ومهرج نحو رصيف ثلجي <END>', '<START> ثلاثه بالغين وطفل صغير يقفان علي مسار ثلجي <END>', '<START> يسير ثلاثه اشخاص بالغين وطفل واحد علي طول مسار مرصوف مغطي بالثلوج <END>']"
298,155221027_b23a4331b7,"['<START> هبوط طائره قفز بالمظلات بينما يراقب اخر من ارض <END>', '<START> هبط رجلان بهما مظلات ملونه في حقل <END>', '<START> مظليين في حقل <END>']"
299,270263570_3160f360d3,"['<START> كلبان باللونين بني والابيض يلعبان في غابه <END>', '<START> كلبان بنيان يتقاتلان علي ارض االمليئه بالاوراق <END>', '<START> اثنين من كلاب عض بعضهما بعض في غابه <END>']"
300,2757779501_c41c86a595,"['<START> متسلق علي بعض صخور <END>', '<START> رجل يتسلق وجه صخري لجبل <END>', '<START> رجل تسلق صخور <END>']"
301,129599450_cab4e77343,"['<START> راكب في جبال يرتدي علم امريكا <END>', '<START> مسافر مع علم امريكي علي ظهره يمشي عبر غابه <END>', '<START> شخص يصعد علي جبل <END>']"
302,3004290523_d1319dfdb4,"['<START> رجل من فريق تصوير يستخدم كاميرا فيديو بينما يشاهده شخص اخر <END>', '<START> يصنع رجل فيديو بينما يراقب اخر <END>', '<START> يصور رجل مصور فيديو بينما يبتسم رجل اخر <END>']"
303,3582465732_78f77f34ae,"['<START> فتاه تجلس علي ترامبولين تقذف زجاجه ماء فارغه في هواء <END>', '<START> فتاه تجلس علي ترامبولين تقذف زجاجه ماء في هواء <END>', '<START> سيده تجلس علي ترامبولين صغير وترمي زجاجه ماء <END>']"
304,1110208841_5bb6806afe,"['<START> كلب ابيض وبني يمسك بالفريسبي في فمه امام مجموعه من ناس <END>', '<START> يقفز كلب للقبض علي فريسبي <END>', '<START> يلتقط كلب رشيق فريسبي بينما يراقب حشد من متفرجين عن كثب <END>']"
305,278559394_b23af734b9,"['<START> رجل وامراه عجوز يقفان وينظران الي بعضهما بعض خلف مصور <END>', '<START> مجموعه من ناس في يوم مشمس <END>', '<START> يقف عده اشخاص تحت سماء زرقاء صافيه <END>']"
306,2883950737_3b67d24af4,"['<START> اثنين من لاعبي كره طائره شاطئيه يسيران ويتحدثان معا علي رمال <END>', '<START> امراتان يرتديان بذلات سباحه يمشيان عبر رمال <END>', '<START> تسير امراتان ترتديان زي سباحه علي رمال <END>']"
307,3496983524_b21ecdb0c7,"['<START> صبي يقرا كتابا <END>', '<START> صبي صغير يقرا كتابا مكتبيا خارجا <END>', '<START> صبي صغير يرتدي قميصا احمر لون وقراءه كتاب <END>']"
308,466956675_a2fb6bf901,"['<START> شخص يتسلق سفح جبل كبير <END>', '<START> متسلق صخور <END>', '<START> متسلق يصعد جبلا <END>']"
309,3501781809_88429e3b83,"['<START> رجل علي دراجه يقفز فوق عامود افقي مع حشد في خلفيه <END>', '<START> رجل علي دراجه هوائيه <END>', '<START> رجل يقف علي دراجه يقفز عقبه مع حشد في خلفيه <END>']"
310,1425013325_bff69bc9da,"['<START> اثنين من كلاب كبيره تلعب في ماء <END>', '<START> اثنين من كلاب سوداء يندفعان علي شاطئ <END>', '<START> يلعب كلاب مع بعضهما بعض علي شاطئ محيط <END>']"
311,2181117039_c4eea8036e,"['<START> زوج من اطفال يرتدون زي رسمي يركضون وراء قطيع من حمام <END>', '<START> يطارد تلاميذ مدارس بعض حمام <END>', '<START> طفلان يرتديان زي مدرسي يطاردان طيور في شارع مرصوف بالطوب <END>']"
312,571507143_be346225b7,"['<START> مجموعه من اطفال يلعبون في رذاذ ماء من نافوره <END>', '<START> يتم رش اطفال بالماء <END>', '<START> يلعب اطفال خارجا في نافوره <END>']"
